0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label,belong
0.07182628,0.6058772,0.41190004,2.0050907,0.036207028,0.022828044,0.8347554,0.0,0.0,0.0,0.3784108,1.0607876,0.0,0.968838,0.0,0.0,0.0,0.39352795,0.0,0.0,0.15857288,0.030969914,0.0,1.3620094,0.0,1.1127396,0.0,0.36666524,0.0,0.0,3.0588095,0.14195143,0.20740278,0.19165657,0.0,0.5226222,0.09654475,0.91244894,0.10547658,1.5192137,0.3449462,1.1887043,1.0754682,0.0,0.0,0.62913704,0.0,2.3454585,0.0,0.0,0.121172085,0.0,0.044355106,0.11905405,0.05251397,0.0,0.84277403,2.0325692,0.2999037,0.0058002025,0.0,1.2616712,0.6561268,0.0,168.0,subgraph0
0.0,0.6058772,0.10692053,1.1748214,0.0,0.022828044,0.3573972,0.0,0.0,0.0,0.21384962,0.8348391,0.0,0.5455936,0.0,0.0,0.0,0.39352795,0.0,0.0,0.15857288,0.030969914,0.0,0.48030096,0.0,0.46962357,0.0,0.36666524,0.0,0.0,2.4380746,0.14195143,0.20740278,0.0,0.0,0.4520076,0.0,0.91724676,0.0,1.0898645,0.14575236,1.029586,0.8004898,0.0,0.0,0.15717573,0.0,1.8188109,0.0,0.0,0.121172085,0.0,0.11856674,0.11905405,0.05251397,0.0,0.46653125,1.1329026,0.13019207,0.0,0.0,0.49353185,0.6561268,0.0,168.0,subgraph0
0.056274146,0.673125,0.32801682,1.8899194,0.031582534,0.022828044,0.6425187,0.0,0.0,0.0,0.4414731,1.005749,0.0,0.9481127,0.0,0.0,0.0,0.39352795,0.06370513,0.0,0.15857288,0.030969914,0.0,0.92759,0.0,0.90528303,0.0,0.36666524,0.0,0.0,3.0258517,0.14195143,0.20740278,0.20191918,0.0,0.38474512,0.00881014,1.1946859,0.0,1.5376837,0.14575236,1.6307914,1.0590771,0.0,0.0,0.5299488,0.0,2.3362777,0.0,0.0,0.121172085,0.0,0.27693212,0.11905405,0.05251397,0.0,0.9442953,1.9008228,0.099179104,0.09317175,0.0,1.117863,0.6561268,0.0,168.0,subgraph0
0.63562953,1.06967,0.6097911,4.1026134,0.5367943,0.0,1.2722354,0.29730493,0.0,0.0,0.7713989,1.5220466,0.14430012,1.6333497,0.0,0.0,0.0,0.06255171,0.6734019,0.0,0.082744874,0.21611527,0.0,2.7284746,0.06132568,2.147363,0.022125706,0.5632304,0.0,0.0,5.175784,0.052802235,0.058983292,1.3820981,0.0,0.37721512,0.3652147,1.5185528,0.71726364,2.6428928,0.4395867,2.6979241,1.8158514,0.0,0.0,1.1684307,0.0,3.972333,0.58703965,0.10803687,0.0,0.0,0.46860904,0.18044618,0.0,0.335613,2.4135847,4.261526,0.35088181,0.5008646,0.4010573,3.03054,0.76469594,0.0,168.0,subgraph0
0.8337672,1.0147488,0.9749526,4.2958694,0.9928887,0.0,1.2225859,0.41879162,0.0,0.0,1.1781999,1.5655322,0.81083655,2.3036385,0.0,0.0,0.0,0.44443226,1.3075877,0.0,0.0,0.11578628,0.0,2.8789482,0.0,2.3826878,0.0,0.5113123,0.0,0.0,5.0676055,0.24869645,0.036012214,1.8146808,0.0,0.4828883,0.7489722,1.7857162,1.0421145,3.1132278,0.4608232,2.2370198,1.6220703,0.0,0.0,1.3847182,0.0,3.865336,0.94937724,0.23069933,0.0537165,0.0,0.5831777,0.02677918,0.08376375,0.5415152,2.7949598,4.4908447,0.0,0.8184217,0.70561695,3.5847993,0.59651566,0.0,168.0,subgraph0
0.7518847,1.2742409,0.89712405,4.1269674,0.9177561,0.0,1.1769885,0.3791014,0.0,0.0,0.9275067,1.3715565,0.69490385,2.4292607,0.0,0.0,0.0,0.38145146,1.0248103,0.0,0.095235005,0.0,0.0,2.7415946,0.0,2.2413538,0.0,0.0974381,0.0,0.0,4.714384,0.15025336,0.0,1.6925844,0.0,0.02617792,0.6554098,2.309473,0.94087005,3.2910452,0.4495045,2.3946161,1.9194334,0.0,0.0,1.520567,0.0,3.6844923,0.88581425,0.18822832,0.16304559,0.05479843,0.5167776,0.042460505,0.0,0.49731314,2.7505088,4.2945313,0.0,0.7652143,0.6514329,3.4066784,0.8466175,0.0,168.0,subgraph0
0.20775573,0.8386121,0.52392685,2.725856,0.29580206,0.022828044,0.9587312,0.014401183,0.0,0.0,0.5902009,1.2280223,0.0,1.3485168,0.0,0.0,0.0,0.39352795,0.26704654,0.0,0.15857288,0.030969914,1.1632215,1.6995659,0.0,1.3695469,0.0,0.36666524,0.87568915,0.0,2.8060446,0.14195143,0.20740278,0.6415076,0.0,0.38474512,0.22580464,1.3770866,0.32495022,2.1213758,0.47371858,0.924569,1.3430272,0.0,1.1626854,0.5312049,0.0,2.8796933,0.21959083,0.0,1.1674094,0.0,0.26672864,0.11905405,0.44843107,0.07895293,1.333935,2.7608702,0.22029366,0.26405045,0.108883336,1.8812693,0.71937513,0.26951724,168.0,subgraph0
0.58469146,1.1723225,0.89611685,3.796307,0.7292912,0.0,1.2420319,0.30197647,0.0,0.0,0.84327817,1.3378842,0.48922467,2.3266225,0.0034081284,0.0,0.0,0.3590455,0.8948918,0.0,0.095235005,0.0,0.0,2.5331323,0.0,2.1016371,0.0,0.17748666,0.0,0.0,4.411044,0.0412765,0.0,1.3809888,0.0,0.02617792,0.5855263,2.046167,0.80353117,2.9563727,0.41762924,2.2486506,1.7297817,0.0,0.0,1.4319683,0.0,3.3530815,0.689008,0.13783929,0.16304559,0.05479843,0.46344972,0.0,0.0,0.3467158,2.5017252,3.9024312,0.050788082,0.64618385,0.5156431,3.0157192,0.8164869,0.0,168.0,subgraph0
0.0,0.27798995,0.21020737,2.3548646,0.0,0.13146284,0.6633057,0.0,0.0,0.43974924,0.46142614,0.6413883,0.0,0.954898,0.0,0.32200238,0.01989569,0.06699518,0.32471427,0.57852083,0.0,0.41986236,0.0,1.0677409,0.0,0.74195004,0.0,0.26010126,0.0,0.25120413,3.6279702,0.0,0.41681868,0.54471576,0.0,0.4561156,0.0,0.24606284,0.2173696,1.0228808,0.14818269,2.135965,0.5613557,0.0,0.0,0.36774817,0.0,2.7704072,0.0,0.0,0.0,0.0,0.040259417,0.24102195,0.122097775,0.0,0.7238052,1.6281747,0.23098591,0.13083544,0.0,0.8631598,0.22478865,0.0,168.0,subgraph0
0.1750674,1.0475913,0.38001004,3.53977,0.3566701,0.0,1.2888787,0.07705013,0.0,0.0,0.541859,1.4193691,0.10919155,1.5692527,0.0,0.0,0.0,0.06255171,0.60890776,0.0,0.082744874,0.2345919,0.0,2.1725345,0.0,1.6430773,0.022125706,0.53181314,0.0,0.0,4.711007,0.0,0.058983292,1.0010738,0.0,0.4444776,0.2597978,1.367522,0.23077016,2.171687,0.24876058,2.1188478,1.319936,0.0,0.0,0.75522536,0.0,3.7901392,0.38606647,0.0,0.0,0.0,0.46131855,0.18044618,0.0,0.040141683,2.003631,3.5686095,0.40939713,0.5278018,0.22859284,2.4137568,0.7138759,0.0,168.0,subgraph0
